NAME,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,AVERAGE,WEIGHTED_AVERAGE
"BARROW AIRPORT, AK US",,,,,,,,,,,,,,,,,,,,,,2,4,0,1,1,3,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0.75,0.7494866529774127
"UMIAT AIRPORT, AK US",,,,,,,,,,,,,,,,,,,,,,1,1,8,2,1,1,,,,,,,,,,,,,,,2.3333333333333335,2.719741480611046
"CORDOVA AIRPORT, AK US",,,,,,,,,,,,,,,,,,,,,,5,4,5,0,1,1,1,4,1,1,1,2,3,0,1,0,0,1,1,0,1.6,1.6002190580503834
"SAINT PAUL ISLAND AIRPORT, AK US",,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,2,0,0.4,0.399945137841174
"ANNETTE AIRPORT, AK US",,,,,,,,,,,,,,,,,,,,,,5,4,3,1,4,1,3,1,3,3,3,1,2,1,0,1,0,1,1,0,1.9,1.9000684462696784
"ALERT UA, CA",,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,0,0,0,,,,,,,,,,,0.0,0.0
"LESTER B PEARSON INTERNATIONAL, CA",,,,,,,,,,,,,,,,,,,,,,13,16,16,30,24,19,26,11,20,19,14,25,19,19,21,24,14,0,,,18.333333333333332,19.4085346215781
"OTTAWA MACDONALD CARTIER INTERNATIONAL, CA",,,,,,,,,,,,,,,,,,,,,,20,11,18,17,19,28,32,17,19,24,12,16,21,18,21,18,18,21,22,20,19.6,19.600958247775495
"WIARTON A, CA",,,,,,,,,,,,,,,,,,,,,,19,19,17,27,28,30,25,23,21,0,,,,,,,,,,,20.9,23.21380778588808
"SUMMERSIDE, CA",,,,,,,,,,,,,,,,,,,,,,8,9,10,6,6,15,13,9,4,0,,,,,,,,,,,8.0,8.887773722627736
"BAGOTVILLE, CA",,,,,,,,,,,,,,,,,,,,,,6,7,9,14,10,19,14,17,8,15,10,20,17,16,19,9,20,0,,,12.777777777777779,13.63804383382401
"NORTH BAY, CA",,,,,,,,,,,,,,,,,,,,,,19,20,22,20,18,24,18,13,17,21,13,23,16,8,22,25,25,0,,,18.0,19.055555555555557
"GOOSE BAY UA, CA",,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0
"KAPUSKASING, CA",,,,,,,,,,,,,,,,,,,,,,16,14,13,22,12,14,12,12,14,0,,,,,,,,,,,12.9,13.970937129300118
"ARMSTRONG AUT ONT, CA",,,,,,,,,,,,,,,,,,,,,,24,12,26,26,10,30,16,14,16,0,,,,,,,,,,,17.4,19.32846715328467
"GIMLI INDUSTRIAL, CA",,,,,,,,,,,,,,,,,,,,,,12,15,16,18,22,30,18,21,13,30,18,18,28,27,21,16,20,0,,,19.055555555555557,20.171980676328502
"EDMONTON CITY CENTRE, CA",,,,,,,,,,,,,,,,,,,,,,12,19,17,23,12,15,24,25,18,0,,,,,,,,,,,16.5,17.846017175007404
"THOMSEN RIVER, CA",,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,1,0,1,0,0,,,,,,,,,,,0.3,0.3144180660104227
"CAMBRIDGE BAY UA, CA",,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,2,0,1,0,1,0,,,,,,,,,,0.45454545454545453,0.5193511667615254
"SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US",,,,,,,,,,,,,,,,,,,,,,64,72,66,61,48,62,64,61,57,63,69,66,71,66,58,51,29,36,36,40,57.0,57.00109514031485
"CRAIG FIELD, AL US",,,,,,,,,,,,,,,,,,,,,,50,46,49,45,32,46,51,44,53,52,53,38,28,31,26,46,31,36,41,35,41.65,42.041980930695885
"ROBERT GRAY ARMY AIR FIELD, TX US",,,,,,,,,,,,,,,,,,,,,,1,37,26,26,20,36,26,36,29,35,35,1,,2,12,20,6,8,12,19,20.36842105263158,23.81508173668483
"SAN ANGELO MATHIS FIELD AIRPORT, TX US",,,,,,,,,,,,,,,,,,,,,,28,18,20,21,15,20,14,32,24,39,33,29,36,27,28,15,18,15,20,28,24.0,24.59326675257732
"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",,,,,,,,,,,,,,,,,,,,,,53,44,44,35,48,52,53,42,49,36,46,40,41,25,33,55,15,22,19,17,38.45,38.450376454483234
"GREENSBORO PIEDMONT TRIAD INTERNATIONAL AIRPORT, NC US",,,,,,,,,,,,,,,,,,,,,,60,32,48,34,42,42,41,42,39,39,47,38,39,36,31,27,11,14,25,21,35.4,35.40205338809035
"FLAGSTAFF AIRPORT, AZ US",,,,,,,,,,,,,,,,,,,,,,49,36,47,47,23,16,21,15,14,12,16,14,52,50,50,34,51,56,44,54,35.05,35.04915115005476
"JOHN GLENN INTERNATIONAL AIRPORT, OH US",,,,,,,,,,,,,,,,,,,,,,37,29,31,33,43,37,51,36,30,30,34,39,26,28,49,27,20,13,21,16,31.5,31.503901437371663
"DENVER CENTRAL PARK, CO US",,,,,,,,,,,,,,,,,,,,,,33,43,34,34,35,36,32,52,45,32,26,46,31,33,36,51,24,20,30,34,35.35,35.347433264887066
"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",,,,,,,,,,,,,,,,,,,,,,21,22,25,17,25,20,20,12,13,14,9,11,13,13,16,7,7,4,1,11,14.05,14.051889375684556
"PITTSBURGH INTERNATIONAL AIRPORT, PA US",,,,,,,,,,,,,,,,,,,,,,26,35,30,40,39,36,47,22,29,35,28,35,23,29,32,13,11,12,13,12,27.35,27.351813826146476
"MOUNT CLEMENS ANG BASE, MI US",,,,,,,,,,,,,,,,,,,,,,27,20,17,33,28,32,46,29,22,35,28,40,29,28,28,33,24,40,38,26,30.15,30.15085557837098
"MONTAGUE SISKIYOU AIRPORT, CA US",,,,,,,,,,,,,,,,,,,,,,12,7,9,6,4,6,18,4,16,6,4,15,3,9,7,9,0,,,,7.9411764705882355,8.439020212401507
"BURLINGTON INTERNATIONAL AIRPORT, VT US",,,,,,,,,,,,,,,,,,,,,,15,13,20,18,22,34,19,24,17,18,15,27,24,23,33,16,24,10,11,10,19.65,19.649965776865162
"WATERTOWN INTERNATIONAL AIRPORT, NY US",,,,,,,,,,,,,,,,,,,,,,19,21,18,20,30,27,16,16,16,19,18,20,27,21,17,0,,,,,19.0625,20.32737226277372
"MILWAUKEE MITCHELL AIRPORT, WI US",,,,,,,,,,,,,,,,,,,,,,26,29,26,27,45,30,42,22,21,32,34,32,23,27,36,15,6,12,16,19,26.0,26.003285420944557
"LA CROSSE REGIONAL AIRPORT, WI US",,,,,,,,,,,,,,,,,,,,,,38,40,38,52,38,41,41,35,34,39,34,32,34,34,27,28,16,15,23,11,32.5,32.50006844626968
"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",,,,,,,,,,,,,,,,,,,,,,18,26,27,29,32,28,33,26,13,31,24,21,37,38,39,21,18,17,21,17,25.8,25.80205338809035
"LIMESTONE LORING AFB, ME US",,,,,,,,,,,,,,,,,,,,,,4,6,10,8,17,17,14,19,13,10,15,20,15,14,18,12,23,14,9,17,13.75,14.041026364020865
"SEATTLE TACOMA AIRPORT, WA US",,,,,,,,,,,,,,,,,,,,,,10,8,4,10,6,5,4,4,5,5,6,1,2,3,5,4,6,1,1,3,4.65,4.649555099247091
"MOULD BAY AIRPORT, CA",,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,,,0.1111111111111111,0.11261538461538462
"ISACHSEN MAPS, CA",,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.05555555555555555,0.05569118095819347
"COCOA BEACH CAPE KENNEDY AFS, FL US",,,,,,,,,,,,,,,,,,,,,,31,70,67,19,3,1,17,74,59,69,79,63,82,62,49,66,67,64,64,81,54.35,61.84630256162397
"LAC MEGANTIC, CA",,,,,,,,,,,,,,,,,,,,,,22,8,9,16,20,25,14,14,19,0,,,,,,,,,,,14.7,16.084862385321102
"STIRLING ONTARIO DOT, CA",,,,,,,,,,,,,,,,,,,,,,16,28,15,27,18,27,26,21,14,0,,,,,,,,,,,19.2,21.32735016732583
"ANTONIO RIVERA RODRIGUEZ, RQ",,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,0.0
"CAMPBELLTON CENTER, CA",,,,,,,,,,,,,,,,,,,,,,4,1,8,6,10,9,7,13,5,0,,,,,,,,,,,6.3,7.0
"PUSAN KOREA PUSAN WEST AB, KS",,,,,,,,,,,,,,,,,,,,,,2,3,0,6,,,,,,,,,,,,,,,,,2.75,3.7674113009198424
"YONPO AFLD, KN",,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,0.0
"OAXACA OAX., MX",,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,0.0,0.0
"PUERTO ANGEL OAX., MX",,,,,,,,,,,,,,,,,,,,,,4,13,,,,,,,,,,,,,,,,,,,8.5,9.422594142259415
"JOSE MARTI INTERNATIONAL, CU",,,,,,,,,,,,,,,,,,,,,,51,67,52,34,40,,,,,,,,,,,,,,,,48.8,48.794800884955755
"JAIME GONZALEZ, CU",,,,,,,,,,,,,,,,,,,,,,0,41,37,34,49,37,,,,,,,,,,,,,,,33.0,38.33908355795148
"IGNACIO AGRAMONTE INTERNATIONAL, CU",,,,,,,,,,,,,,,,,,,,,,16,23,22,15,29,,,,,,,,,,,,,,,,21.0,20.99615595826469
"KOROR, PW PS",,,,,,,,,,,,,,,,,,,,,,14,10,14,15,12,10,13,11,12,20,21,16,15,33,23,13,10,10,11,10,14.65,14.709136281713572
"MOMOTE MANUS ISLAND, PP",,,,,,,,,,,,,,,,,,,,,,2,12,12,5,2,6,11,16,,,,,,,,,,,,,8.25,8.32209026128266
"THURSDAY ISLAND, AS",,,,,,,,,,,,,,,,,,,,,,1,0,40,22,6,12,17,8,21,18,7,24,27,25,8,8,6,13,6,16,14.25,14.76608187134503
"BRISBANE INTERNATIONAL AIRPORT, AS",,,,,,,,,,,,,,,,,,,,,,1,,8,20,4,9,17,10,20,12,11,15,13,6,9,13,16,13,7,12,11.368421052631579,11.367723342939481
"NHILL AERODROME, AS",,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,6,9,4,4,6,3,3,9,1,7,5,4.384615384615385,5.144021739130435
"ASHEVILLE REGIONAL AIRPORT, NC US",,,,,,,,,,,,,,,,,,,,,,41,59,48,42,57,59,52,32,37,44,28,37,43,28,31,33,28,16,26,31,38.6,38.62887450061992
"MALDEN FAA AIRPORT, MO US",,,,,,,,,,,,,,,,,,,,,,53,67,41,29,37,0,,,,,,,,,,,,,,,37.833333333333336,45.37274220032841
"MARIANNA MUNICIPAL AIRPORT, FL US",,,,,,,,,,,,,,,,,,,,,,64,76,71,70,56,0,,,,,,,,,,,,,,,56.166666666666664,67.36507936507937
"SAN JUAN CITY, PR US",,,,,,,,,,,,,,,,,,,,,,28,55,52,42,37,4,,,,,,,,,,,,,,,36.333333333333336,40.37611314824515
"LYNCHBURG REGIONAL AIRPORT, VA US",,,,,,,,,,,,,,,,,,,,,,48,40,51,31,38,36,30,32,34,27,29,27,31,13,18,17,7,18,9,19,27.75,27.749760438056125
"MORGANTOWN MUNICIPAL AIRPORT, WV US",,,,,,,,,,,,,,,,,,,,,,28,41,38,26,48,0,,,,,,,,,,,,,,,30.166666666666668,36.181171319102354
"ROANOKE BLACKSBURG REGIONAL AIRPORT, VA US",,,,,,,,,,,,,,,,,,,,,,37,38,42,34,37,35,35,29,34,35,33,42,44,17,26,14,13,12,16,16,29.45,29.45290251916758
"ANNAPOLIS UNITED STATES NAVAL ACADEMY ASOS, MD US",,,,,,,,,,,,,,,,,,,,,,33,27,32,35,25,31,30,25,36,25,29,23,0,,,,,,,,27.0,29.150977717144155
"CHARLESTON WEST VIRGINIA INTERNATIONAL YEAGER AIRPORT, WV US",,,,,,,,,,,,,,,,,,,,,,41,40,39,35,42,35,39,34,30,29,31,41,35,22,28,21,12,17,17,16,30.2,30.20041067761807
"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",,,,,,,,,,,,,,,,,,,,,,39,48,52,42,42,39,34,20,31,38,32,39,45,37,40,48,37,37,41,27,38.4,38.4009582477755
"BRUNSWICK MCKINNON AIRPORT, GA US",,,,,,,,,,,,,,,,,,,,,,56,65,52,53,40,0,,,,,,,,,,,,,,,44.333333333333336,53.17022441160372
"CRESTVIEW FAA AP, FL US",,,,,,,,,,,,,,,,,,,,,,67,84,80,70,67,0,,,,,,,,,,,,,,,61.333333333333336,73.5632183908046
"MUSCLE SHOALS AIRPORT, AL US",,,,,,,,,,,,,,,,,,,,,,50,50,45,41,48,0,,,,,,,,,,,,,,,39.0,46.77339901477833
"SHREVEPORT AIRPORT, LA US",,,,,,,,,,,,,,,,,,,,,,60,60,40,54,44,45,49,64,46,54,45,60,50,43,35,27,22,23,30,25,43.8,43.79726214921287
"EMPORIA ASOS, KS US",,,,,,,,,,,,,,,,,,,,,,0,74,44,40,49,0,,,,,,,,,,,,,,,34.5,49.63821405121471
"WICHITA RIVER, KS US",,,,,,,,,,,,,,,,,,,,,,47,65,32,32,0,,,,,,,,,,,,,,,,35.2,43.96169630642955
"LAGUARDIA AIRPORT, NY US",,,,,,,,,,,,,,,,,,,,,,15,20,23,21,18,21,16,14,15,16,24,17,18,21,9,7,3,12,10,12,15.6,15.60172508214677
"CONCORD MUNICIPAL AIRPORT, NH US",,,,,,,,,,,,,,,,,,,,,,14,13,20,20,18,28,17,22,13,16,20,15,22,20,17,12,7,9,7,12,16.1,16.100068446269677
"HARTFORD BRAINARD AIRPORT, CT US",,,,,,,,,,,,,,,,,,,,,,19,21,23,21,20,,,,,,,,,,,,,,,,20.8,20.866989117291414
"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",,,,,,,,,,,,,,,,,,,,,,10,12,16,11,21,31,15,14,14,14,17,17,20,16,13,9,10,3,8,9,14.0,13.999863107460643
"FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US",,,,,,,,,,,,,,,,,,,,,,22,23,14,31,36,30,31,22,22,24,16,28,24,15,21,8,12,5,13,10,20.35,20.349075975359344
"WESTFIELD BARNES REGIONAL AIRPORT, MA US",,,,,,,,,,,,,,,,,,,,,,13,20,0,,,,,,,,,,,,,,,,,,11.0,14.120750293083235
"GENERAL WAYNE A. DOWNING INTERNATIONAL AIRPORT, IL US",,,,,,,,,,,,,,,,,,,,,,42,46,40,35,42,35,35,41,39,45,44,43,41,40,40,29,24,22,24,25,36.6,36.608356164383565
"ALEXANDRIA CHANDLER FIELD, MN US",,,,,,,,,,,,,,,,,,,,,,36,36,36,37,33,0,,,,,,,,,,,,,,,29.666666666666668,35.580733442802405
"ST. CLOUD REGIONAL AIRPORT, MN US",,,,,,,,,,,,,,,,,,,,,,22,29,29,31,32,42,39,33,31,28,20,21,23,27,34,23,12,9,13,17,25.75,25.750855578370977
"CHIPPEWA VALLEY REGIONAL AIRPORT, WI US",,,,,,,,,,,,,,,,,,,,,,32,33,31,42,41,42,50,28,33,47,42,29,41,40,38,29,22,27,34,24,35.25,35.252566735112936
"LAMONI FAA AIRPORT, IA US",,,,,,,,,,,,,,,,,,,,,,48,0,,,,,,,,,,,,,,,,,,,24.0,47.86776859504132
"GRANTSBURG 1 E, WI US",,,,,,,,,,,,,,,,,,,,,,18,48,35,41,38,0,,,,,,,,,,,,,,,30.0,37.95686512758202
"LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US",,,,,,,,,,,,,,,,,,,,,,6,8,6,4,8,9,12,4,2,1,5,7,9,11,10,10,4,6,6,0,6.4,6.402667033269178
"MIDWAY ISLAND, UM MQ",,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1.0,1.0
"ALAMOSA BERGMAN FIELD, CO US",,,,,,,,,,,,,,,,,,,,,,44,27,54,35,39,25,40,56,39,32,19,53,41,42,48,31,31,28,23,30,36.85,36.87816281628163
"TRINIDAD AIRPORT, CO US",,,,,,,,,,,,,,,,,,,,,,62,65,63,68,76,57,63,73,76,0,0,64,,,,,,,,,55.583333333333336,65.06759715380404
"MCCARRAN INTERNATIONAL AIRPORT, NV US",,,,,,,,,,,,,,,,,,,,,,11,16,11,11,12,20,9,8,13,12,6,17,5,13,7,10,7,13,6,7,10.7,10.69801505817933
"RENO AIRPORT, NV US",,,,,,,,,,,,,,,,,,,,,,10,13,20,15,5,17,20,23,23,9,12,20,25,27,4,20,3,15,3,8,14.6,14.598083504449008
"WINSLOW AIRPORT, AZ US",,,,,,,,,,,,,,,,,,,,,,27,25,36,29,42,35,33,37,37,34,22,27,30,33,40,17,22,23,26,18,29.65,29.65119780971937
"BLUE CANYON NYACK AIRPORT, CA US",,,,,,,,,,,,,,,,,,,,,,14,11,14,16,2,9,15,10,11,1,4,1,1,10,1,,,0,,,7.5,7.998905109489051
"OAKLAND INTERNATIONAL AIRPORT, CA US",,,,,,,,,,,,,,,,,,,,,,1,2,2,0,1,0,0,0,2,0,2,2,1,2,1,1,0,2,0,1,1.0,1.0019201755589082
"SACRAMENTO AIRPORT ASOS, CA US",,,,,,,,,,,,,,,,,,,,,,4,4,6,2,1,2,5,4,6,3,3,4,3,4,1,1,0,7,2,3,3.25,3.2501026694045176
"STOCKTON AIRPORT, CA US",,,,,,,,,,,,,,,,,,,,,,4,0,3,1,1,0,,,,,,,,7,3,0,2,1,0,1,1.7692307692307692,1.846936416184971
"WILLISTON WEATHER BUREAU OFFICE, ND US",,,,,,,,,,,,,,,,,,,,,,16,15,27,23,19,16,18,15,5,11,12,7,,,,,,,,,15.333333333333334,15.325738200418508
"MOORCROFT, WY US",,,,,,,,,,,,,,,,,,,,,,31,38,12,,,,,,,,,,,,,,,,,,27.0,29.718446601941746
"IMPERIAL MUNICIPAL AIRPORT, NE US",,,,,,,,,,,,,,,,,,,,,,0,59,36,33,43,,,,,,,,,,,,,,,,34.2,41.857238605898125
"EPHRATA AIRPORT, WA US",,,,,,,,,,,,,,,,,,,,,,6,9,2,4,9,0,,,,,,,,,,,,,,,5.0,5.994526546250684
"GOODING MUNICIPAL AIRPORT, ID US",,,,,,,,,,,,,,,,,,,,,,9,14,13,10,11,0,,,,,,,,,,,,,,,9.5,11.39463601532567
"IDAHO FALLS FAA AIRPORT, ID US",,,,,,,,,,,,,,,,,,,,,,16,21,15,15,15,15,22,28,22,11,10,27,23,23,13,0,,,,,17.25,18.394160583941606
"LEWISTON AIRPORT, ID US",,,,,,,,,,,,,,,,,,,,,,16,8,19,7,11,6,12,14,18,7,7,13,6,7,12,3,4,2,4,4,9.0,9.00123203285421
"MEDFORD INTERNATIONAL AIRPORT, OR US",,,,,,,,,,,,,,,,,,,,,,7,1,10,9,3,4,16,6,18,3,7,10,7,7,6,4,7,2,4,5,6.8,6.801999178419828
"KENAI AIRPORT, AK US",,,,,,,,,,,,,,,,,,,,,,2,0,1,0,2,0,2,1,0,1,1,1,0,0,0,0,0,0,1,0,0.6,0.600355969331873
"TANANA AIRPORT, AK US",,,,,,,,,,,,,,,,,,,,,,10,0,2,8,3,2,5,6,3,3,1,0,3,6,4,1,2,1,2,5,3.35,3.3500479517742154
"KOTZEBUE AIRPORT, AK US",,,,,,,,,,,,,,,,,,,,,,0,0,1,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,2,0,0.4,0.4002737850787132
"NOME AIRPORT, AK US",,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0.5,0.5000684462696783
"MILDENHALL, UK",,,,,,,,,,,,,,,,,,,,,,7,9,11,8,15,,4,14,20,9,18,11,11,11,11,8,6,14,,,11.0,11.26622814609659
"MANSTON, ENG UK",,,,,,,,,,,,,,,,,,,,,,2,12,7,6,9,8,8,8,1,,,,,,,,,,,,6.777777777777778,7.54124608423251
"OLONGAPO, RP",,,,,,,,,,,,,,,,,,,,,,6,14,23,26,23,3,,,,,,,,,,,,,,,15.833333333333334,16.925163234555498
"PUSAN AST ROK K 9, KS",,,,,,,,,,,,,,,,,,,,,,2,3,3,4,2,3,10,2,2,2,2,9,5,,,,,,,,3.769230769230769,3.882632293080054
"BRADY, JA",,,,,,,,,,,,,,,,,,,,,,1,9,9,13,11,1,,,,,,,,,,,,,,,7.333333333333333,9.049883990719257
"YUKUHASHI, JA",,,,,,,,,,,,,,,,,,,,,,2,6,16,21,15,14,20,4,,,,,,,,,,,,,12.25,14.105694387546087
"DOUGLAS BISBEE INTERNATIONAL AIRPORT, AZ US",,,,,,,,,,,,,,,,,,,,,,46,48,48,40,58,0,,,,,,,,,,,,,,,40.0,47.973727422003286
"TRUTH OR CONSEQUENCES MUNICIPAL AIRPORT, NM US",,,,,,,,,,,,,,,,,,,,,,60,31,54,38,52,42,47,73,56,49,39,36,40,55,38,26,38,20,20,22,41.8,41.45986013986014
"NEW BERN COASTAL CAROLINA REGIONAL AIRPORT, NC US",,,,,,,,,,,,,,,,,,,,,,59,52,54,49,54,0,,,,,,,,,,,,,,,44.666666666666664,53.57088122605364
"ANDERSON REGIONAL AIRPORT, SC US",,,,,,,,,,,,,,,,,,,,,,51,56,53,50,51,53,51,45,43,0,,,,,,,,,,,45.3,50.31903892944039
"MCCOMB AIRPORT, MS US",,,,,,,,,,,,,,,,,,,,,,79,74,62,82,65,0,,,,,,,,,,,,,,,60.333333333333336,72.35467980295566
"EL DORADO GOODWIN FIELD, AR US",,,,,,,,,,,,,,,,,,,,,,57,67,38,57,48,0,,,,,,,,,,,,,,,44.5,53.36234263820471
"BUTLER FAA AIRPORT, MO US",,,,,,,,,,,,,,,,,,,,,,52,73,35,44,57,0,,,,,,,,,,,,,,,43.5,52.16201423097975
"FARMINGTON REGIONAL AIRPORT, MO US",,,,,,,,,,,,,,,,,,,,,,55,60,40,39,64,0,,,,,,,,,,,,,,,43.0,51.565407772304326
"VICKSBURG, MS US",,,,,,,,,,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,37.0,37.0
"IGOR I SIKORSKY MEMORIAL AIRPORT, CT US",,,,,,,,,,,,,,,,,,,,,,20,27,23,8,14,15,14,13,8,10,15,10,17,12,12,8,4,5,5,9,12.45,12.444322243607369
"MONTPELIER EDWARD F. KNAPP STATE AIRPORT, VT US",,,,,,,,,,,,,,,,,,,,,,22,12,15,14,22,0,,,,,,,,,,,,,,,14.166666666666666,16.9896004378763
"WORCESTER REGIONAL AIRPORT, MA US",,,,,,,,,,,,,,,,,,,,,,13,22,22,16,26,22,14,15,16,1,19,15,14,24,17,12,9,11,7,13,15.4,16.02342187946301
"MONTREAL DORVAL INTERNATIONAL AIRPORT, QC CA",,,,,,,,,,,,,,,,,,,,,,10,14,17,8,15,19,18,9,16,0,,,,,,,,,,,12.6,13.628224132819449
"UTICA ONEIDA CO AIRPORT, NY US",,,,,,,,,,,,,,,,,,,,,,0,34,21,28,35,0,,,,,,,,,,,,,,,19.666666666666668,28.8813672922252
"KISTEFJELL, NO",,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,1,3,0,1,,,,,,,,,,0.5555555555555556,0.5556908094948265
"SHEPHERD S GROVE, UK",,,,,,,,,,,,,,,,,,,,,,,5,11,19,9,10,1,8,12,0,,,,,,,,,,,8.333333333333334,10.451331114808653
"BRIZE NORTON, UK",,,,,,,,,,,,,,,,,,,,,,,2,10,2,8,2,4,8,8,11,10,4,5,7,7,0,,,,,5.866666666666666,6.495760915642221
"UPPER HEYFORD RAF, UK",,,,,,,,,,,,,,,,,,,,,,,0,8,5,5,6,14,1,3,13,12,6,5,8,12,6,3,9,9,10,7.105263157894737,7.598217078511104
"PITUFFIK SPACE BASE, GL",,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15789473684210525,0.16515973477998794
"SOESTERBERG, NL",,,,,,,,,,,,,,,,,,,,,,,1,12,18,14,23,24,36,16,18,24,15,20,15,14,14,22,,,,17.875,18.70884476534296
"VOLKEL, NL",,,,,,,,,,,,,,,,,,,,,,,11,13,15,16,16,13,16,10,11,,,,,,,,,,,13.444444444444445,13.55483870967742
"LINATE, IT",,,,,,,,,,,,,,,,,,,,,,,1,24,34,28,39,23,7,6,,,,,,5,27,36,38,42,37,24.785714285714285,28.232471465175866
"VENEZIA SAN NICOLO, IT",,,,,,,,,,,,,,,,,,,,,,,2,30,31,37,45,30,3,3,,,,,,,,,,,,22.625,26.106145251396647
"GENOVA, IT",,,,,,,,,,,,,,,,,,,,,,,4,13,22,10,,,,,,,,,,,,,,,,12.25,14.193903471634208
"CIAMPINO, IT",,,,,,,,,,,,,,,,,,,,,,,6,26,25,12,25,9,2,8,,,,,,12,8,,12,6,,12.583333333333334,15.005479452054795
"NAPOLI CAPODICHINO, IT",,,,,,,,,,,,,,,,,,,,,,,2,28,38,22,24,22,,,,,,,,,,20,21,30,43,25.0,27.542490118577074
"BARTIN, TU",,,,,,,,,,,,,,,,,,,,,,,0,0,1,3,8,,,,,,,,,,,,,,,2.4,3.9451162790697674
"SAMSUN, TU",,,,,,,,,,,,,,,,,,,,,,,4,3,4,16,13,,,,,,,,15,18,13,18,26,19,,13.545454545454545,13.831553657234384
"TRABZON, TU",,,,,,,,,,,,,,,,,,,,,,,0,0,3,11,7,,,,,,,,13,15,5,16,22,13,,9.545454545454545,11.544327340359578
"ANTALYA, TU",,,,,,,,,,,,,,,,,,,,,,,6,26,36,34,21,,,,,,,,30,20,43,39,42,49,,31.454545454545453,31.360609911054638
"RAMAT DAVID, IS",,,,,,,,,,,,,,,,,,,,,,,8,11,4,12,15,12,14,2,8,5,0,0,3,11,3,15,7,,,7.647058823529412,8.728275337516639
"SDE DOV TEL AVIV, IS",,,,,,,,,,,,,,,,,,,,,,,4,4,7,12,16,3,12,7,5,7,0,0,3,11,7,8,8,,,6.705882352941177,7.613826679649464
"TEL AVIV PORT, IS",,,,,,,,,,,,,,,,,,,,,,,4,4,8,13,17,3,12,7,5,7,0,0,3,11,7,8,8,,,6.882352941176471,7.823758519961052
"JERUSALEM, IS",,,,,,,,,,,,,,,,,,,,,,,0,5,1,4,3,4,3,0,3,1,1,0,2,,,,,,,2.076923076923077,2.378428761651132
"TEYMAN, IS",,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,1,2,0,1,1,0,0,7,3,7,4,4,,,1.8823529411764706,2.430323037019571
"EILAT, IS",,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,1,0,1,0,0,0,0,0,1,0,4,3,1,,,0.7058823529411765,0.7907780979827089
"HYUN NI KOR ARMY, KS",,,,,,,,,,,,,,,,,,,,,,,0,4,6,6,0,0,0,0,0,0,0,0,2,4,3,1,4,5,3,2.0,2.0624090541632984
"CHUNCHEON, KS",,,,,,,,,,,,,,,,,,,,,,,6,12,9,9,0,0,,,,,,,,,,,,,,6.0,7.679369250985546
"BAENGNYEONGDO AB, KS",,,,,,,,,,,,,,,,,,,,,,,3,6,12,10,6,6,10,3,7,1,3,4,10,15,9,12,16,5,7,7.631578947368421,7.805429178040643
"DONGHAE RADAR, KS",,,,,,,,,,,,,,,,,,,,,,,0,10,10,9,4,15,10,8,20,12,12,8,18,17,14,23,26,14,11,12.68421052631579,13.09227045832703
